clip_path,true_label,car_predicted_label,car_correct,car_confidence
Billiards/v_Billiards_g03_c03.avi,11,11,1,1.0
HighJump/v_HighJump_g05_c03.avi,39,39,1,1.0
Punch/v_Punch_g06_c04.avi,70,70,1,1.0
BrushingTeeth/v_BrushingTeeth_g05_c05.avi,19,77,0,0.9528102278709412
BlowDryHair/v_BlowDryHair_g07_c06.avi,12,12,1,1.0
PlayingGuitar/v_PlayingGuitar_g01_c06.avi,62,62,1,1.0
IceDancing/v_IceDancing_g06_c05.avi,43,43,1,1.0
PlayingDhol/v_PlayingDhol_g01_c05.avi,60,60,1,1.0
LongJump/v_LongJump_g04_c05.avi,50,50,1,1.0
PlayingFlute/v_PlayingFlute_g02_c01.avi,61,61,1,1.0
Typing/v_Typing_g07_c04.avi,94,94,1,0.9999972581863404
Basketball/v_Basketball_g01_c02.avi,7,7,1,0.9999998807907104
BoxingSpeedBag/v_BoxingSpeedBag_g04_c01.avi,17,17,1,1.0
Haircut/v_Haircut_g04_c04.avi,33,12,0,0.996476948261261
Drumming/v_Drumming_g01_c07.avi,26,26,1,1.0
RopeClimbing/v_RopeClimbing_g03_c01.avi,74,74,1,0.9993650317192078
JugglingBalls/v_JugglingBalls_g04_c01.avi,45,45,1,0.999571979045868
Drumming/v_Drumming_g05_c06.avi,26,26,1,1.0
VolleyballSpiking/v_VolleyballSpiking_g05_c03.avi,96,96,1,1.0
TableTennisShot/v_TableTennisShot_g01_c01.avi,89,89,1,1.0
BenchPress/v_BenchPress_g02_c05.avi,9,9,1,1.0
RockClimbingIndoor/v_RockClimbingIndoor_g01_c02.avi,73,73,1,1.0
Archery/v_Archery_g02_c04.avi,2,2,1,1.0
SoccerPenalty/v_SoccerPenalty_g03_c04.avi,84,84,1,1.0
Lunges/v_Lunges_g04_c04.avi,51,51,1,0.9999606609344482
Biking/v_Biking_g05_c02.avi,10,10,1,1.0
FrontCrawl/v_FrontCrawl_g06_c04.avi,31,25,0,0.7066950798034668
BalanceBeam/v_BalanceBeam_g05_c04.avi,4,4,1,1.0
SkateBoarding/v_SkateBoarding_g02_c06.avi,79,79,1,1.0
BalanceBeam/v_BalanceBeam_g07_c01.avi,4,4,1,1.0
PizzaTossing/v_PizzaTossing_g02_c04.avi,57,57,1,0.9746156930923462
Haircut/v_Haircut_g07_c04.avi,33,33,1,1.0
Billiards/v_Billiards_g04_c04.avi,11,11,1,1.0
BoxingSpeedBag/v_BoxingSpeedBag_g04_c03.avi,17,17,1,1.0
CricketShot/v_CricketShot_g01_c05.avi,23,22,0,0.9999990463256836
HammerThrow/v_HammerThrow_g01_c04.avi,35,35,1,1.0
BandMarching/v_BandMarching_g03_c01.avi,5,5,1,1.0
BoxingSpeedBag/v_BoxingSpeedBag_g04_c02.avi,17,17,1,1.0
HorseRiding/v_HorseRiding_g03_c06.avi,41,41,1,1.0
ShavingBeard/v_ShavingBeard_g03_c07.avi,77,77,1,1.0
RopeClimbing/v_RopeClimbing_g07_c05.avi,74,74,1,0.9953031539916992
JavelinThrow/v_JavelinThrow_g05_c05.avi,44,44,1,1.0
WritingOnBoard/v_WritingOnBoard_g07_c03.avi,99,99,1,1.0
HammerThrow/v_HammerThrow_g03_c04.avi,35,35,1,0.5219705700874329
PlayingCello/v_PlayingCello_g05_c04.avi,58,58,1,1.0
HorseRace/v_HorseRace_g04_c01.avi,40,40,1,1.0
SalsaSpin/v_SalsaSpin_g05_c02.avi,76,76,1,0.9999816417694092
ApplyEyeMakeup/v_ApplyEyeMakeup_g01_c03.avi,0,0,1,1.0
PommelHorse/v_PommelHorse_g07_c03.avi,68,4,0,0.9994897842407228
BoxingSpeedBag/v_BoxingSpeedBag_g04_c07.avi,17,17,1,1.0
FrontCrawl/v_FrontCrawl_g06_c05.avi,31,31,1,1.0
PlayingViolin/v_PlayingViolin_g03_c04.avi,66,66,1,1.0
CliffDiving/v_CliffDiving_g01_c04.avi,21,21,1,1.0
HammerThrow/v_HammerThrow_g05_c01.avi,35,92,0,0.9443249702453612
FieldHockeyPenalty/v_FieldHockeyPenalty_g06_c07.avi,28,28,1,0.9999850988388062
HammerThrow/v_HammerThrow_g02_c01.avi,35,35,1,1.0
VolleyballSpiking/v_VolleyballSpiking_g07_c04.avi,96,96,1,1.0
Haircut/v_Haircut_g03_c02.avi,33,33,1,0.9725879430770874
ParallelBars/v_ParallelBars_g07_c06.avi,56,56,1,1.0
ParallelBars/v_ParallelBars_g02_c04.avi,56,56,1,0.9999723434448242
PushUps/v_PushUps_g03_c01.avi,71,71,1,1.0
Typing/v_Typing_g06_c07.avi,94,94,1,1.0
CricketBowling/v_CricketBowling_g06_c02.avi,22,22,1,1.0
HorseRiding/v_HorseRiding_g04_c05.avi,41,41,1,1.0
TableTennisShot/v_TableTennisShot_g04_c02.avi,89,89,1,1.0
HandstandPushups/v_HandStandPushups_g05_c01.avi,36,36,1,1.0
Skiing/v_Skiing_g03_c05.avi,80,80,1,0.997882068157196
WallPushups/v_WallPushups_g01_c04.avi,98,98,1,0.999998927116394
CricketBowling/v_CricketBowling_g04_c02.avi,22,29,0,0.9996662139892578
PlayingDaf/v_PlayingDaf_g05_c04.avi,59,59,1,0.9999990463256836
BodyWeightSquats/v_BodyWeightSquats_g06_c02.avi,14,14,1,1.0
BasketballDunk/v_BasketballDunk_g03_c06.avi,8,8,1,1.0
CricketShot/v_CricketShot_g02_c04.avi,23,23,1,1.0
HulaHoop/v_HulaHoop_g01_c02.avi,42,42,1,0.9999358654022216
Bowling/v_Bowling_g05_c01.avi,15,15,1,1.0
HeadMassage/v_HeadMassage_g03_c02.avi,38,38,1,1.0
PlayingTabla/v_PlayingTabla_g07_c01.avi,65,65,1,1.0
Lunges/v_Lunges_g01_c07.avi,51,51,1,1.0
UnevenBars/v_UnevenBars_g05_c03.avi,95,95,1,1.0
Biking/v_Biking_g05_c01.avi,10,10,1,1.0
WallPushups/v_WallPushups_g05_c05.avi,98,45,0,0.7875763773918152
Skiing/v_Skiing_g06_c02.avi,80,80,1,0.998485505580902
ThrowDiscus/v_ThrowDiscus_g06_c03.avi,92,35,0,0.9999516010284424
JumpingJack/v_JumpingJack_g02_c03.avi,46,46,1,1.0
MilitaryParade/v_MilitaryParade_g06_c04.avi,52,52,1,0.9999417066574096
UnevenBars/v_UnevenBars_g06_c04.avi,95,95,1,1.0
PizzaTossing/v_PizzaTossing_g06_c02.avi,57,57,1,0.999858856201172
UnevenBars/v_UnevenBars_g07_c04.avi,95,95,1,1.0
HandstandWalking/v_HandstandWalking_g04_c05.avi,37,37,1,0.9998112320899964
Rafting/v_Rafting_g07_c01.avi,72,72,1,1.0
FrisbeeCatch/v_FrisbeeCatch_g07_c06.avi,30,30,1,1.0
Haircut/v_Haircut_g02_c02.avi,33,12,0,0.9969459176063538
HighJump/v_HighJump_g05_c05.avi,39,67,0,0.9999998807907104
FieldHockeyPenalty/v_FieldHockeyPenalty_g01_c04.avi,28,28,1,1.0
BoxingSpeedBag/v_BoxingSpeedBag_g01_c01.avi,17,17,1,1.0
Skiing/v_Skiing_g06_c06.avi,80,79,0,0.9935654997825624
PlayingDhol/v_PlayingDhol_g02_c07.avi,60,60,1,1.0
TableTennisShot/v_TableTennisShot_g06_c05.avi,89,89,1,1.0
BoxingPunchingBag/v_BoxingPunchingBag_g07_c07.avi,16,16,1,1.0
HorseRiding/v_HorseRiding_g06_c02.avi,41,41,1,1.0
CliffDiving/v_CliffDiving_g04_c03.avi,21,21,1,1.0
SalsaSpin/v_SalsaSpin_g01_c04.avi,76,76,1,0.9990656971931458
ApplyLipstick/v_ApplyLipstick_g02_c01.avi,1,1,1,1.0
RopeClimbing/v_RopeClimbing_g02_c02.avi,74,74,1,1.0
Surfing/v_Surfing_g01_c01.avi,87,87,1,1.0
LongJump/v_LongJump_g04_c01.avi,50,50,1,1.0
PommelHorse/v_PommelHorse_g04_c02.avi,68,68,1,0.999897599220276
PlayingSitar/v_PlayingSitar_g03_c04.avi,64,64,1,1.0
HorseRace/v_HorseRace_g06_c04.avi,40,40,1,1.0
PlayingDhol/v_PlayingDhol_g05_c01.avi,60,60,1,1.0
CleanAndJerk/v_CleanAndJerk_g07_c01.avi,20,20,1,1.0
PlayingTabla/v_PlayingTabla_g02_c04.avi,65,65,1,1.0
PlayingGuitar/v_PlayingGuitar_g07_c07.avi,62,62,1,1.0
ApplyEyeMakeup/v_ApplyEyeMakeup_g06_c02.avi,0,0,1,1.0
RopeClimbing/v_RopeClimbing_g05_c06.avi,74,74,1,0.9999998807907104
Biking/v_Biking_g02_c05.avi,10,10,1,1.0
FrisbeeCatch/v_FrisbeeCatch_g03_c01.avi,30,28,0,0.9990617632865906
Typing/v_Typing_g05_c05.avi,94,94,1,0.9994937181472778
HammerThrow/v_HammerThrow_g06_c06.avi,35,35,1,1.0
JugglingBalls/v_JugglingBalls_g03_c03.avi,45,45,1,1.0
PoleVault/v_PoleVault_g04_c03.avi,67,67,1,1.0
SkateBoarding/v_SkateBoarding_g03_c02.avi,79,79,1,1.0
Mixing/v_Mixing_g01_c04.avi,53,53,1,1.0
Shotput/v_Shotput_g05_c03.avi,78,78,1,0.998706579208374
BasketballDunk/v_BasketballDunk_g02_c02.avi,8,8,1,1.0
TennisSwing/v_TennisSwing_g05_c04.avi,91,91,1,0.9999995231628418
PlayingViolin/v_PlayingViolin_g04_c02.avi,66,66,1,1.0
BlowingCandles/v_BlowingCandles_g01_c03.avi,13,13,1,1.0
HandstandPushups/v_HandStandPushups_g05_c02.avi,36,36,1,1.0
Shotput/v_Shotput_g05_c05.avi,78,78,1,0.9996633529663086
Archery/v_Archery_g02_c07.avi,2,2,1,1.0
PlayingTabla/v_PlayingTabla_g01_c04.avi,65,65,1,1.0
PlayingGuitar/v_PlayingGuitar_g06_c02.avi,62,62,1,1.0
BlowingCandles/v_BlowingCandles_g06_c06.avi,13,13,1,1.0
Lunges/v_Lunges_g06_c07.avi,51,14,0,0.7454991340637207
BrushingTeeth/v_BrushingTeeth_g03_c02.avi,19,19,1,0.9999998807907104
RopeClimbing/v_RopeClimbing_g06_c04.avi,74,74,1,1.0
HorseRace/v_HorseRace_g07_c02.avi,40,40,1,1.0
Fencing/v_Fencing_g04_c02.avi,27,27,1,1.0
PoleVault/v_PoleVault_g02_c03.avi,67,67,1,0.9999977350234984
ApplyLipstick/v_ApplyLipstick_g03_c01.avi,1,1,1,0.9999971389770508
PullUps/v_PullUps_g05_c03.avi,69,69,1,0.9999994039535522
JumpingJack/v_JumpingJack_g06_c02.avi,46,46,1,1.0
Archery/v_Archery_g05_c02.avi,2,2,1,0.9999985694885254
SoccerJuggling/v_SoccerJuggling_g05_c02.avi,83,83,1,1.0
Billiards/v_Billiards_g03_c05.avi,11,11,1,1.0
HeadMassage/v_HeadMassage_g04_c03.avi,38,38,1,1.0
Lunges/v_Lunges_g07_c03.avi,51,51,1,0.9977638721466064
ShavingBeard/v_ShavingBeard_g06_c06.avi,77,77,1,1.0
JugglingBalls/v_JugglingBalls_g05_c04.avi,45,45,1,1.0
UnevenBars/v_UnevenBars_g02_c02.avi,95,95,1,1.0
Bowling/v_Bowling_g01_c02.avi,15,15,1,1.0
MoppingFloor/v_MoppingFloor_g06_c02.avi,54,54,1,1.0
BoxingPunchingBag/v_BoxingPunchingBag_g03_c07.avi,16,16,1,1.0
ApplyEyeMakeup/v_ApplyEyeMakeup_g04_c05.avi,0,0,1,0.9999998807907104
TennisSwing/v_TennisSwing_g01_c06.avi,91,91,1,1.0
HighJump/v_HighJump_g02_c05.avi,39,44,0,0.8088045120239258
RockClimbingIndoor/v_RockClimbingIndoor_g06_c06.avi,73,73,1,1.0
FieldHockeyPenalty/v_FieldHockeyPenalty_g06_c06.avi,28,28,1,0.9999992847442628
FrisbeeCatch/v_FrisbeeCatch_g03_c02.avi,30,28,0,0.9999685287475586
HulaHoop/v_HulaHoop_g06_c03.avi,42,42,1,0.9762656092643738
SkyDiving/v_SkyDiving_g05_c01.avi,82,82,1,1.0
PizzaTossing/v_PizzaTossing_g07_c02.avi,57,27,0,0.4633704721927643
Lunges/v_Lunges_g03_c02.avi,51,51,1,0.9999997615814208
BasketballDunk/v_BasketballDunk_g01_c03.avi,8,8,1,1.0
JumpingJack/v_JumpingJack_g04_c02.avi,46,46,1,0.9999953508377076
PushUps/v_PushUps_g02_c01.avi,71,71,1,0.9999984502792358
ShavingBeard/v_ShavingBeard_g03_c03.avi,77,77,1,1.0
BreastStroke/v_BreastStroke_g05_c02.avi,18,18,1,1.0
MilitaryParade/v_MilitaryParade_g02_c03.avi,52,52,1,1.0
PoleVault/v_PoleVault_g07_c04.avi,67,67,1,1.0
PommelHorse/v_PommelHorse_g04_c03.avi,68,68,1,1.0
BasketballDunk/v_BasketballDunk_g06_c02.avi,8,8,1,1.0
BasketballDunk/v_BasketballDunk_g01_c06.avi,8,8,1,1.0
PullUps/v_PullUps_g06_c03.avi,69,69,1,1.0
Typing/v_Typing_g05_c01.avi,94,94,1,0.996485710144043
HulaHoop/v_HulaHoop_g04_c02.avi,42,42,1,1.0
CleanAndJerk/v_CleanAndJerk_g03_c06.avi,20,20,1,1.0
PlayingCello/v_PlayingCello_g06_c06.avi,58,58,1,1.0
Nunchucks/v_Nunchucks_g01_c02.avi,55,55,1,0.7172812223434448
CliffDiving/v_CliffDiving_g07_c01.avi,21,21,1,1.0
Rafting/v_Rafting_g06_c01.avi,72,72,1,0.999998927116394
PlayingDaf/v_PlayingDaf_g01_c04.avi,59,59,1,1.0
BalanceBeam/v_BalanceBeam_g07_c04.avi,4,4,1,1.0
Rowing/v_Rowing_g06_c01.avi,75,75,1,1.0
HandstandWalking/v_HandstandWalking_g05_c02.avi,37,37,1,1.0
BlowingCandles/v_BlowingCandles_g02_c03.avi,13,13,1,0.9999010562896729
PlayingPiano/v_PlayingPiano_g04_c02.avi,63,63,1,0.9999929666519164
UnevenBars/v_UnevenBars_g03_c02.avi,95,95,1,0.9999971389770508
Shotput/v_Shotput_g06_c02.avi,78,78,1,0.9999936819076538
WritingOnBoard/v_WritingOnBoard_g01_c05.avi,99,99,1,1.0
BalanceBeam/v_BalanceBeam_g03_c04.avi,4,4,1,1.0
YoYo/v_YoYo_g04_c02.avi,100,100,1,0.9992586970329284
PlayingViolin/v_PlayingViolin_g02_c01.avi,66,66,1,1.0
Hammering/v_Hammering_g05_c02.avi,34,38,0,0.9726027250289916
BalanceBeam/v_BalanceBeam_g01_c03.avi,4,4,1,0.999991536140442
Knitting/v_Knitting_g02_c01.avi,49,49,1,1.0
ParallelBars/v_ParallelBars_g02_c01.avi,56,56,1,1.0
MilitaryParade/v_MilitaryParade_g07_c03.avi,52,52,1,1.0
BandMarching/v_BandMarching_g06_c02.avi,5,5,1,1.0
SumoWrestling/v_SumoWrestling_g04_c01.avi,86,86,1,1.0
Haircut/v_Haircut_g01_c04.avi,33,33,1,1.0
JugglingBalls/v_JugglingBalls_g07_c06.avi,45,45,1,1.0
Lunges/v_Lunges_g02_c04.avi,51,51,1,1.0
Nunchucks/v_Nunchucks_g06_c01.avi,55,55,1,0.9855341911315918
PoleVault/v_PoleVault_g02_c05.avi,67,67,1,0.9999998807907104
Haircut/v_Haircut_g06_c04.avi,33,33,1,0.99992835521698
Swing/v_Swing_g01_c04.avi,88,88,1,0.9875090718269348
PlayingSitar/v_PlayingSitar_g03_c01.avi,64,64,1,1.0
SoccerPenalty/v_SoccerPenalty_g04_c01.avi,84,84,1,1.0
Diving/v_Diving_g04_c04.avi,25,25,1,1.0
JumpRope/v_JumpRope_g04_c06.avi,47,7,0,0.9557893872261048
HighJump/v_HighJump_g01_c05.avi,39,29,0,0.9999992847442628
HighJump/v_HighJump_g01_c02.avi,39,96,0,0.5683507323265076
PlayingSitar/v_PlayingSitar_g05_c04.avi,64,64,1,1.0
HorseRace/v_HorseRace_g06_c01.avi,40,40,1,1.0
BrushingTeeth/v_BrushingTeeth_g02_c03.avi,19,77,0,0.9999604225158693
WritingOnBoard/v_WritingOnBoard_g05_c02.avi,99,99,1,1.0
Haircut/v_Haircut_g03_c01.avi,33,12,0,1.0
ApplyEyeMakeup/v_ApplyEyeMakeup_g05_c04.avi,0,0,1,1.0
ApplyLipstick/v_ApplyLipstick_g02_c04.avi,1,1,1,1.0
WallPushups/v_WallPushups_g05_c02.avi,98,99,0,0.9990261793136596
Billiards/v_Billiards_g04_c01.avi,11,11,1,1.0
TrampolineJumping/v_TrampolineJumping_g02_c02.avi,93,93,1,1.0
Typing/v_Typing_g01_c05.avi,94,94,1,1.0
ShavingBeard/v_ShavingBeard_g03_c06.avi,77,77,1,1.0
JumpingJack/v_JumpingJack_g01_c07.avi,46,46,1,1.0
Swing/v_Swing_g05_c07.avi,88,88,1,1.0
Shotput/v_Shotput_g02_c03.avi,78,56,0,0.8763142228126526
JavelinThrow/v_JavelinThrow_g07_c03.avi,44,50,0,0.9999940395355223
BlowingCandles/v_BlowingCandles_g06_c07.avi,13,13,1,1.0
GolfSwing/v_GolfSwing_g03_c02.avi,32,32,1,0.9999816417694092
Mixing/v_Mixing_g02_c05.avi,53,53,1,0.9999110698699952
HorseRiding/v_HorseRiding_g04_c06.avi,41,41,1,1.0
YoYo/v_YoYo_g02_c01.avi,100,45,0,0.9999997615814208
ShavingBeard/v_ShavingBeard_g01_c01.avi,77,77,1,1.0
Archery/v_Archery_g01_c03.avi,2,2,1,1.0
Biking/v_Biking_g05_c04.avi,10,10,1,1.0
Billiards/v_Billiards_g06_c01.avi,11,11,1,1.0
BreastStroke/v_BreastStroke_g01_c02.avi,18,18,1,1.0
BandMarching/v_BandMarching_g02_c06.avi,5,5,1,1.0
PlayingDhol/v_PlayingDhol_g07_c05.avi,60,60,1,1.0
ShavingBeard/v_ShavingBeard_g03_c02.avi,77,77,1,1.0
PushUps/v_PushUps_g04_c05.avi,71,71,1,0.9999998807907104
Surfing/v_Surfing_g03_c03.avi,87,87,1,1.0
Diving/v_Diving_g05_c06.avi,25,25,1,1.0
PlayingTabla/v_PlayingTabla_g01_c01.avi,65,65,1,0.9999997615814208
SalsaSpin/v_SalsaSpin_g06_c02.avi,76,76,1,1.0
LongJump/v_LongJump_g01_c04.avi,50,50,1,1.0
PlayingTabla/v_PlayingTabla_g04_c05.avi,65,65,1,1.0
YoYo/v_YoYo_g07_c04.avi,100,100,1,0.9999958276748656
JugglingBalls/v_JugglingBalls_g07_c05.avi,45,45,1,1.0
PlayingSitar/v_PlayingSitar_g04_c01.avi,64,64,1,1.0
TaiChi/v_TaiChi_g04_c02.avi,90,90,1,1.0
FrontCrawl/v_FrontCrawl_g07_c06.avi,31,18,0,0.9989437460899352
BlowDryHair/v_BlowDryHair_g06_c06.avi,12,12,1,0.9980900883674622
BoxingPunchingBag/v_BoxingPunchingBag_g04_c06.avi,16,16,1,1.0
SalsaSpin/v_SalsaSpin_g02_c04.avi,76,76,1,0.9992051720619202
BalanceBeam/v_BalanceBeam_g06_c07.avi,4,4,1,0.9999756813049316
FrisbeeCatch/v_FrisbeeCatch_g02_c02.avi,30,30,1,1.0
TrampolineJumping/v_TrampolineJumping_g02_c01.avi,93,93,1,1.0
Fencing/v_Fencing_g05_c02.avi,27,27,1,1.0
SalsaSpin/v_SalsaSpin_g02_c01.avi,76,76,1,0.999755322933197
Rowing/v_Rowing_g02_c06.avi,75,75,1,1.0
BoxingPunchingBag/v_BoxingPunchingBag_g03_c06.avi,16,16,1,1.0
PlayingSitar/v_PlayingSitar_g04_c05.avi,64,64,1,1.0
Shotput/v_Shotput_g05_c01.avi,78,78,1,0.8961918950080872
ApplyEyeMakeup/v_ApplyEyeMakeup_g06_c03.avi,0,0,1,1.0
StillRings/v_StillRings_g03_c04.avi,85,85,1,1.0
CricketShot/v_CricketShot_g07_c05.avi,23,35,0,0.8367191553115845
JumpRope/v_JumpRope_g02_c02.avi,47,47,1,0.9997082352638244
MoppingFloor/v_MoppingFloor_g06_c01.avi,54,54,1,1.0
Drumming/v_Drumming_g01_c05.avi,26,26,1,1.0
Diving/v_Diving_g02_c05.avi,25,25,1,1.0
PushUps/v_PushUps_g05_c01.avi,71,71,1,1.0
PlayingDhol/v_PlayingDhol_g02_c03.avi,60,60,1,1.0
ThrowDiscus/v_ThrowDiscus_g03_c02.avi,92,92,1,0.9999991655349731
ApplyLipstick/v_ApplyLipstick_g07_c04.avi,1,1,1,1.0
FrontCrawl/v_FrontCrawl_g01_c02.avi,31,18,0,0.9896275997161864
PullUps/v_PullUps_g03_c04.avi,69,69,1,0.9999984502792358
WalkingWithDog/v_WalkingWithDog_g03_c05.avi,97,97,1,1.0
Archery/v_Archery_g07_c02.avi,2,2,1,0.9999998807907104
SoccerJuggling/v_SoccerJuggling_g01_c02.avi,83,83,1,0.9911532998085022
ShavingBeard/v_ShavingBeard_g06_c01.avi,77,77,1,1.0
ApplyEyeMakeup/v_ApplyEyeMakeup_g06_c06.avi,0,0,1,1.0
JugglingBalls/v_JugglingBalls_g06_c06.avi,45,45,1,0.9939894676208496
Typing/v_Typing_g07_c02.avi,94,94,1,1.0
TableTennisShot/v_TableTennisShot_g06_c04.avi,89,89,1,1.0
Biking/v_Biking_g03_c03.avi,10,10,1,0.9998273253440856
TennisSwing/v_TennisSwing_g06_c07.avi,91,91,1,0.9907183051109314
SoccerJuggling/v_SoccerJuggling_g05_c05.avi,83,83,1,1.0
MilitaryParade/v_MilitaryParade_g02_c02.avi,52,52,1,1.0
FrontCrawl/v_FrontCrawl_g02_c03.avi,31,31,1,0.9999996423721312
Basketball/v_Basketball_g03_c01.avi,7,7,1,1.0
Shotput/v_Shotput_g02_c07.avi,78,50,0,0.8422418236732483
FloorGymnastics/v_FloorGymnastics_g04_c03.avi,29,29,1,1.0
PizzaTossing/v_PizzaTossing_g01_c01.avi,57,57,1,0.9975045323371888
